sexo,altura,peso
F,159.14,55.68
F,163.05,62.52
F,167.13,71.35
F,162.02,54.81
F,155.41,49.71
F,150.76,48.13
F,159.27,64.77
F,157.29,51.55
F,157.46,59.61
F,147.73,47.69
F,171.23,66.84
F,157.67,54.28
F,166.37,72.16
F,159.04,58.14
F,163.66,73.72
F,161.16,59.88
F,162.65,65.54
F,159.68,55.69
F,157.09,50.34
F,159.5,58.43
F,153.41,51.2
F,157.3,64.16
F,168.84,73.75
F,156.49,56.49
F,158.95,64.13
F,157.57,54.17
F,157.16,55.58
F,164.68,62.83
F,149.65,50.5
F,161.35,61.95
F,158.38,56.28
F,167.32,70.72
F,165.0,64.18
F,169.47,55.7
F,155.73,51.49
F,161.29,55.83
F,164.23,65.24
F,176.33,82.49
F,158.34,48.54
F,162.42,57.6
F,171.74,79.07
F,170.48,69.93
F,153.72,60.57
F,157.06,64.22
F,168.85,66.49
F,173.87,77.83
F,173.17,65.47
F,155.24,49.19
F,161.03,66.05
F,168.46,67.44
F,167.76,65.01
F,164.45,75.81
F,171.48,72.55
F,156.91,51.33
F,165.57,61.43
F,153.48,59.25
F,161.19,57.75
F,157.72,52.96
F,161.71,60.01
F,152.53,52.46
F,163.14,63.96
F,163.41,62.93
F,153.94,49.47
F,162.37,60.31
F,161.97,61.12
F,155.47,47.41
F,163.13,69.39
F,157.51,56.83
F,157.93,65.4
F,152.02,46.14
F,161.65,61.43
F,165.06,64.09
F,158.69,60.11
F,152.87,46.31
F,164.16,62.22
F,156.02,67.18
F,163.51,70.35
F,156.12,54.76
F,164.21,61.25
F,163.04,60.49
F,174.53,81.14
F,163.3,66.54
F,161.5,66.97
F,165.66,62.85
F,168.57,62.27
F,156.51,53.13
F,164.58,69.36
F,154.14,53.56
F,176.62,74.3
F,168.09,71.57
F,166.19,65.02
F,150.28,49.84
F,165.85,64.21
F,153.05,52.34
F,163.66,72.27
F,150.84,49.75
F,164.69,62.46
F,166.66,56.02
F,170.01,64.96
F,161.73,61.61
F,146.72,40.73
F,174.63,79.19
F,167.54,68.39
F,163.25,55.22
F,169.01,68.48
F,169.76,70.76
F,169.49,73.75
F,162.26,63.14
F,145.18,42.76
F,169.66,57.65
F,154.46,54.86
F,171.77,76.97
F,160.13,53.09
F,152.16,47.92
F,156.29,57.31
F,167.67,66.77
F,167.21,66.75
F,157.62,52.51
F,170.29,63.87
F,157.81,56.83
F,153.12,57.59
F,165.05,63.69
F,156.78,60.9
F,172.52,78.1
F,164.7,65.07
F,165.13,68.58
F,165.24,68.54
F,165.66,68.24
F,173.57,72.16
F,168.75,58.68
F,146.8,51.01
F,160.19,59.64
F,151.82,57.64
F,147.62,52.8
F,147.16,44.32
F,149.41,49.15
F,166.48,64.73
F,165.95,66.73
F,160.05,52.6
F,166.95,62.52
F,168.83,69.31
F,161.64,59.61
F,151.44,48.71
F,162.45,67.3
F,158.4,51.68
F,162.79,62.05
F,164.71,63.13
F,158.89,61.54
F,155.65,61.27
F,160.61,62.97
F,161.08,65.71
F,152.72,49.62
F,172.32,77.9
F,160.2,66.17
F,161.04,66.95
F,159.23,52.74
F,159.2,54.84
F,161.51,53.27
F,160.86,57.2
F,148.74,59.6
F,165.27,72.94
F,162.25,65.28
F,166.33,65.5
F,165.62,56.79
F,163.98,68.63
F,153.57,56.91
F,164.9,69.35
F,170.49,74.99
F,183.97,80.73
F,165.69,79.14
F,154.47,49.31
F,156.65,61.1
F,166.37,77.62
F,162.14,60.68
F,163.22,65.35
F,156.74,60.29
F,162.33,58.1
F,149.93,48.25
F,164.59,66.24
F,166.24,68.19
F,157.21,58.31
F,144.49,45.3
F,150.22,46.73
F,161.23,57.76
F,154.09,50.42
F,159.98,58.72
F,177.32,73.78
F,168.85,74.78
F,155.23,51.91
F,168.58,67.8
F,171.15,65.46
F,163.58,73.74
F,161.29,57.54
F,168.12,67.85
F,158.45,53.44
F,162.48,66.36
F,161.38,54.94
F,165.79,60.59
F,157.55,51.66
F,162.06,54.71
F,167.79,71.91
F,166.13,71.69
F,150.86,56.34
F,165.43,59.04
F,159.57,57.51
F,165.81,71.66
F,153.41,52.35
F,150.29,48.14
F,162.54,63.44
F,158.72,56.33
F,166.69,69.78
F,163.42,61.26
F,172.51,71.66
F,161.97,65.19
F,154.99,48.47
F,155.73,52.52
F,160.3,53.48
F,173.48,68.11
F,154.15,56.96
F,146.18,44.74
F,149.12,54.55
F,159.27,45.47
F,164.0,69.66
F,160.23,58.28
F,170.32,65.48
F,155.99,48.22
F,169.0,70.48
F,162.04,66.17
F,160.34,61.8
F,156.86,52.43
F,168.13,66.03
F,156.69,53.36
F,154.73,51.73
F,158.41,59.76
F,171.03,76.49
F,171.31,72.71
F,166.87,64.48
F,163.82,57.42
F,170.73,69.85
F,164.27,65.22
F,167.86,63.65
F,156.83,60.15
F,165.04,56.11
F,160.51,63.68
F,156.81,55.83
F,163.11,62.14
F,168.12,57.32
F,159.48,57.34
F,158.25,63.14
F,157.42,64.35
F,160.48,56.66
F,161.45,68.63
F,162.07,55.69
F,149.15,48.11
F,166.22,66.66
F,160.83,58.65
F,160.36,57.37
F,157.96,57.57
F,155.48,51.22
F,164.38,65.29
F,169.52,65.5
F,157.13,60.15
F,160.41,64.18
F,171.25,67.41
F,159.15,54.92
F,172.7,78.12
F,160.37,64.31
F,162.89,55.02
F,144.96,42.52
F,173.77,74.29
F,158.99,66.22
F,176.29,71.16
F,160.41,61.97
F,147.62,46.31
F,165.82,56.76
F,154.33,53.06
F,171.68,68.21
F,163.65,62.7
F,155.33,61.43
F,157.0,57.72
F,170.49,67.51
F,158.88,59.47
F,170.55,70.68
F,164.59,69.32
F,167.55,67.5
F,157.7,56.9
F,163.04,51.03
F,164.15,62.65
F,158.15,67.12
F,159.46,63.68
F,160.21,70.43
F,163.23,68.07
F,171.24,71.07
F,163.46,62.74
F,167.54,70.8
F,161.88,68.6
F,178.71,84.3
F,167.78,65.83
F,162.25,56.78
F,167.18,69.56
F,139.38,35.66
F,157.99,57.71
F,171.28,77.54
F,170.36,70.18
F,162.7,64.86
F,148.35,48.43
F,150.24,47.17
F,166.32,61.21
F,157.73,56.43
F,168.55,69.86
F,172.39,67.07
F,166.18,66.69
F,162.05,61.21
F,170.24,82.46
F,167.29,75.03
F,158.39,54.73
F,149.15,50.14
F,186.41,86.22
F,163.22,63.61
F,155.42,56.46
F,153.37,52.18
F,169.22,69.07
F,162.44,59.63
F,167.5,65.82
F,157.13,60.09
F,169.38,64.84
F,173.39,72.03
F,174.58,74.44
F,158.27,47.69
F,160.21,66.64
F,144.3,38.18
F,162.8,58.25
F,165.96,63.18
F,157.4,60.22
F,172.97,69.03
F,159.37,60.46
F,157.14,53.87
F,156.79,60.2
F,168.17,63.73
F,170.56,70.9
F,167.99,68.98
F,163.69,64.78
F,158.42,58.67
F,154.03,53.59
F,163.88,58.88
F,153.39,56.69
F,152.25,46.48
F,154.73,54.86
F,172.72,71.93
F,167.41,67.61
F,159.99,64.66
F,160.99,57.0
F,174.27,79.37
F,162.8,66.52
F,170.46,73.76
F,151.17,56.65
F,158.08,54.62
F,164.95,67.66
F,172.02,73.19
F,162.4,64.86
F,165.65,70.58
F,161.95,68.96
F,162.55,65.02
F,167.34,63.0
F,171.91,79.39
F,163.55,56.98
F,170.26,70.07
F,145.07,44.81
F,159.76,53.26
F,162.67,62.94
F,172.16,73.55
F,152.43,51.65
F,156.06,57.29
F,151.75,43.52
F,163.41,62.91
F,155.05,51.34
F,164.17,62.66
F,167.88,69.52
F,151.4,49.62
F,166.37,69.37
F,167.91,70.12
F,170.45,68.91
F,155.71,57.64
F,154.49,57.81
F,155.9,58.26
F,175.1,70.62
F,164.88,68.72
F,165.87,67.8
F,158.71,52.83
F,171.4,72.98
F,150.94,42.98
F,169.93,64.1
F,159.63,69.22
F,156.05,57.14
F,164.21,65.1
F,150.8,53.87
F,164.67,69.37
F,161.3,62.7
F,152.17,52.4
F,170.71,77.65
F,152.76,53.89
F,163.28,61.67
F,172.58,76.61
F,156.09,47.32
F,158.35,58.95
F,157.38,60.19
F,179.68,81.67
F,157.56,49.07
F,163.24,63.76
F,160.4,56.88
F,161.83,63.02
F,162.51,67.05
F,164.91,67.1
F,160.88,62.59
F,177.45,80.92
F,167.42,72.23
F,170.5,76.23
F,168.2,65.63
F,160.85,61.87
F,157.27,57.55
F,146.77,57.22
F,149.2,43.89
F,160.07,62.55
F,154.99,54.49
F,171.89,70.99
F,154.52,56.16
F,160.86,73.97
F,168.91,65.21
F,154.75,59.85
F,159.56,55.53
F,159.63,60.04
F,166.85,64.65
F,154.79,57.48
F,153.24,39.04
F,165.29,64.32
F,163.95,56.69
F,166.06,61.78
F,158.12,61.66
F,166.55,62.84
F,173.49,76.2
F,164.38,63.29
F,159.97,59.92
F,154.32,49.96
F,152.39,51.55
F,155.49,52.46
F,168.11,70.0
F,155.67,60.0
F,159.6,59.95
F,160.27,60.59
F,162.09,59.97
F,168.08,66.13
F,165.47,62.79
F,145.44,46.14
F,148.4,47.97
F,169.72,67.88
F,161.79,57.12
F,155.62,58.01
F,176.36,73.73
F,159.98,58.59
F,162.72,51.74
F,164.73,66.92
F,172.24,62.64
F,159.56,56.9
F,153.85,55.75
F,156.52,49.77
F,168.39,61.06
F,155.58,49.75
F,168.47,71.5
F,166.2,63.38
F,161.77,61.85
F,153.16,54.2
F,161.57,61.98
F,161.39,60.6
F,162.19,66.98
F,164.73,63.64
F,164.27,59.11
F,155.92,55.8
F,159.59,66.43
F,152.86,59.59
F,161.23,59.26
F,162.34,63.8
F,161.74,67.99
F,155.48,53.7
F,162.18,65.66
F,164.23,59.48
F,159.32,71.8
F,152.53,56.55
F,162.77,60.92
F,165.64,67.58
F,162.69,65.62
F,170.45,73.47
F,159.62,61.23
F,170.13,72.05
F,162.56,53.73
F,171.01,71.92
F,152.98,54.87
F,156.77,54.54
F,159.53,62.41
F,156.07,57.88
F,163.85,62.88
F,161.18,62.69
F,168.78,69.17
F,158.38,56.57
F,161.59,61.11
F,165.53,68.36
F,145.16,41.57
F,163.89,58.61
F,152.29,46.04
F,164.96,56.35
F,178.95,79.41
F,168.99,68.87
F,158.92,64.58
F,158.4,65.12
F,158.39,55.39
F,170.02,70.77
F,164.48,62.3
F,166.81,62.81
F,170.44,72.39
F,156.0,58.07
F,152.78,45.7
F,155.63,47.05
F,160.88,59.76
F,154.58,48.71
F,169.76,74.89
F,164.47,64.13
F,145.47,42.86
F,166.6,68.33
F,157.9,59.98
F,148.9,44.7
F,160.62,55.44
F,168.19,64.71
F,159.18,67.48
F,165.21,64.34
F,179.93,87.16
F,153.86,52.99
F,157.44,62.99
F,146.42,45.09
F,149.05,41.52
F,150.07,45.06
F,164.08,64.17
F,160.96,67.64
F,166.54,62.15
F,158.34,58.63
F,161.16,61.84
F,148.67,50.16
F,161.97,65.95
F,159.51,59.47
F,175.69,78.38
F,165.49,66.99
F,144.12,46.97
F,158.49,60.88
F,159.94,57.53
F,153.21,50.82
F,165.62,64.6
F,164.13,67.89
F,149.64,52.81
F,165.16,67.86
F,167.51,70.69
F,156.59,48.86
F,162.28,60.46
F,164.99,56.76
F,154.14,45.87
F,155.28,49.67
F,157.67,55.32
F,156.27,56.71
F,152.83,51.28
F,164.02,67.77
F,174.52,68.65
F,161.22,59.1
F,158.84,57.23
F,156.81,66.03
F,168.88,62.83
F,146.19,49.06
F,158.3,56.23
F,166.02,66.19
F,170.73,75.95
F,165.74,65.27
F,172.11,67.35
F,154.8,61.99
F,149.45,46.65
F,161.38,59.16
F,170.22,66.03
F,155.83,56.2
F,159.99,64.66
F,157.59,51.93
F,153.18,48.98
F,158.99,62.03
F,166.77,63.93
F,162.38,64.5
F,162.65,63.2
F,164.44,66.8
F,170.36,74.14
F,144.11,41.55
F,177.53,78.07
F,161.22,62.11
F,163.52,57.78
F,159.54,53.15
F,159.27,57.6
F,166.12,65.67
F,172.37,73.95
F,172.14,75.65
F,167.86,70.68
F,167.1,71.15
F,153.0,56.18
F,167.3,70.42
F,155.42,52.04
F,177.85,75.89
F,169.07,75.27
F,163.75,57.99
F,161.59,62.83
F,168.22,64.23
F,150.99,53.15
F,157.91,57.52
F,165.66,70.01
F,160.31,60.56
F,151.47,46.02
F,149.79,51.25
F,168.4,74.85
F,176.89,84.46
F,168.72,69.55
F,166.72,64.06
F,165.28,66.07
F,163.72,65.7
F,140.08,40.29
F,163.88,62.95
F,161.68,60.19
F,162.27,61.62
F,161.85,59.01
F,169.16,69.06
F,172.81,69.0
F,164.16,70.41
F,174.62,75.25
F,162.89,65.88
F,165.12,66.14
F,154.32,50.99
F,151.11,46.64
F,157.4,60.45
F,157.44,53.62
F,160.25,57.09
F,153.47,46.06
F,152.66,48.48
F,166.03,74.1
F,162.37,68.05
F,163.66,61.36
F,156.72,54.91
F,172.56,69.9
F,152.78,47.16
F,172.1,73.89
F,176.08,75.59
F,175.22,71.36
F,169.2,67.41
F,160.26,64.67
F,160.15,58.16
F,154.04,56.18
F,168.87,73.06
F,160.23,60.9
F,161.94,61.11
F,169.66,65.7
F,159.92,62.25
F,167.92,74.71
F,154.5,47.28
F,159.4,59.55
F,156.06,56.36
F,157.78,62.02
F,147.54,43.07
F,154.14,51.73
F,158.47,58.8
F,168.11,70.93
F,156.65,60.41
F,154.79,51.0
F,166.05,62.14
F,158.31,50.33
F,156.68,53.86
F,162.43,64.58
F,167.39,72.51
F,151.33,45.2
F,160.13,53.82
F,166.85,63.13
F,164.22,73.75
F,168.24,66.93
F,169.39,79.07
F,156.83,56.9
F,163.43,62.73
F,162.52,63.99
F,153.25,59.44
F,165.79,66.05
F,164.87,64.66
F,158.1,63.23
F,150.72,54.97
F,159.94,46.65
F,162.99,65.05
F,160.52,51.77
F,163.62,60.98
F,156.2,55.01
F,174.08,71.08
F,156.53,49.16
F,167.49,69.45
F,150.48,52.05
F,162.45,62.77
F,163.08,68.34
F,150.91,46.9
F,168.92,75.21
F,170.15,74.2
F,154.88,55.68
F,167.18,68.47
F,162.2,66.97
F,170.47,75.07
F,167.26,74.16
F,169.29,70.78
F,154.82,54.06
F,166.14,64.82
F,161.07,53.87
F,162.23,58.78
F,155.43,50.21
F,164.13,66.47
F,158.46,53.97
F,179.49,83.7
F,160.68,57.35
F,169.9,73.66
F,167.84,65.58
F,149.85,47.83
F,164.9,57.47
F,165.88,64.13
F,167.92,71.18
F,175.58,75.22
F,156.98,59.17
F,169.01,74.43
F,166.4,76.82
F,162.54,70.93
F,150.86,59.59
F,155.91,57.04
F,162.3,62.68
F,157.41,60.29
F,160.65,59.72
F,176.39,80.87
F,161.68,58.19
F,155.46,56.44
F,157.45,57.34
F,152.96,54.63
F,163.0,63.42
F,161.81,60.82
F,165.77,68.77
F,161.21,60.04
F,159.34,49.29
F,157.53,61.7
F,156.4,49.48
F,164.0,64.97
F,156.09,55.33
F,161.48,58.31
F,155.15,55.54
F,164.28,59.72
F,166.5,63.22
F,154.39,51.53
F,162.08,67.96
F,165.0,64.45
F,152.89,43.71
F,156.24,53.45
F,169.43,67.29
F,157.77,50.31
F,169.97,82.37
F,168.5,64.13
F,148.82,47.99
F,165.95,59.23
F,160.16,58.24
F,157.3,52.98
F,164.91,64.46
F,173.46,74.47
F,159.23,55.79
F,159.21,57.1
F,168.45,68.59
F,165.28,61.51
F,158.58,62.22
F,163.03,59.01
F,168.99,71.64
F,157.94,50.74
F,156.59,49.0
F,164.64,60.14
F,155.99,56.23
F,165.83,65.03
F,170.97,69.81
F,168.5,70.61
F,158.19,55.58
F,159.87,57.72
F,155.14,56.61
F,165.73,70.27
F,172.68,69.6
F,153.6,57.46
F,164.46,61.93
F,160.57,63.58
F,171.16,69.46
F,156.52,65.15
F,167.55,68.78
F,158.6,58.17
F,168.62,69.28
F,155.39,57.7
F,155.53,46.79
F,159.64,55.19
F,160.9,66.01
F,163.65,64.05
F,173.37,78.71
F,165.74,68.82
F,172.79,73.44
F,163.03,69.07
F,172.98,75.67
F,158.42,64.36
F,164.3,61.56
F,164.03,57.35
F,171.16,70.98
F,163.17,62.33
F,159.2,62.44
F,168.99,72.41
F,152.59,57.33
F,175.73,75.36
F,158.52,66.59
F,160.89,63.78
F,163.82,64.35
F,160.33,60.16
F,163.12,59.74
F,149.99,50.82
F,168.02,69.29
F,160.11,59.86
F,159.45,51.78
F,158.68,54.51
F,167.32,70.57
F,168.16,78.2
F,161.09,61.24
F,164.93,70.17
F,165.77,45.81
F,166.04,61.9
F,166.05,65.33
F,158.16,62.88
F,168.37,76.62
F,173.75,75.1
F,163.9,62.03
F,147.97,53.3
F,155.76,52.27
F,163.32,58.73
F,162.03,63.65
F,164.41,69.12
F,171.99,66.98
F,158.8,58.45
F,167.53,64.98
F,161.84,62.68
F,161.81,60.34
F,158.93,57.57
F,164.73,68.22
F,162.59,58.04
F,157.01,56.68
F,158.84,58.22
F,171.8,68.96
F,174.52,79.1
F,170.53,70.32
F,169.9,66.12
F,153.98,61.99
F,153.46,57.47
F,169.94,71.03
F,159.0,56.99
F,163.58,65.55
F,158.4,50.93
F,157.96,56.78
F,165.71,56.88
F,157.84,52.13
F,183.55,85.47
F,153.92,56.52
F,158.16,50.46
F,148.08,41.87
F,163.49,61.51
F,159.17,59.42
F,171.26,73.43
F,172.28,78.64
F,149.52,45.74
F,157.65,56.11
F,162.82,66.52
F,153.01,55.11
F,158.02,61.78
F,165.82,68.39
F,172.65,66.8
F,172.01,72.35
F,162.87,62.08
F,160.27,61.66
F,166.9,62.12
F,165.43,63.07
F,157.6,59.96
F,161.61,65.98
F,155.11,47.77
F,175.27,80.21
F,159.84,67.88
F,160.07,64.14
F,153.56,53.72
F,164.77,65.42
F,169.3,69.26
F,152.51,58.58
F,160.98,56.21
F,161.2,54.14
F,157.46,51.14
F,175.89,76.94
F,159.1,52.22
F,167.06,67.01
F,175.01,87.38
F,161.71,59.0
F,164.11,64.93
F,156.29,48.22
F,159.32,55.21
F,168.45,69.51
F,170.33,67.04
F,152.76,50.28
F,168.02,72.92
F,163.35,65.99
F,155.2,61.25
F,161.13,61.25
F,172.67,72.7
F,150.08,48.91
F,170.43,60.44
F,162.22,72.09
F,171.07,75.0
F,165.12,62.55
F,157.43,53.05
F,153.8,52.28
F,168.26,69.57
F,169.44,69.66
F,146.94,43.67
F,152.25,50.17
F,156.89,55.76
F,171.21,73.24
F,161.96,65.28
F,165.83,57.62
F,157.43,53.9
F,179.4,88.8
F,158.31,50.79
F,177.68,88.11
F,181.04,73.62
F,164.13,54.29
F,176.45,78.99
F,154.32,46.88
F,173.67,83.53
F,157.6,63.1
F,161.0,58.84
F,171.35,71.79
F,155.14,52.81
F,164.23,63.05
F,159.07,65.21
F,147.86,35.16
F,160.15,58.08
F,161.63,60.68
F,169.82,69.41
F,157.37,49.99
F,167.93,71.54
F,159.6,62.56
F,161.37,59.61
F,164.31,67.04
F,163.93,66.94
F,174.04,70.93
F,154.6,57.34
F,155.05,52.2
F,160.24,59.46
F,156.24,60.78
F,174.99,82.28
F,163.47,62.98
F,155.42,60.32
F,161.41,55.65
F,166.69,61.59
F,168.7,63.39
F,166.16,66.87
F,164.73,66.54
F,155.83,59.09
F,166.01,65.27
F,165.72,61.04
F,170.78,70.17
F,159.68,73.15
F,160.65,56.76
F,164.67,68.38
F,152.41,51.1
F,153.63,47.36
F,155.51,57.98
F,170.38,65.7
F,172.5,76.52
F,167.34,58.52
F,156.23,47.36
F,156.57,55.02
F,157.25,53.86
F,153.98,43.72
F,153.83,54.52
F,157.22,51.28
F,172.07,73.62
F,158.91,64.08
F,160.73,53.91
F,157.14,61.87
F,156.29,58.04
F,159.2,60.86
F,149.93,44.62
F,160.46,58.1
F,150.69,45.57
F,169.74,62.19
F,163.33,60.73
F,161.47,55.24
F,165.47,70.66
F,170.94,71.88
F,159.55,61.6
F,155.13,59.57
F,156.39,57.16
F,167.98,69.67
F,147.69,50.82
F,149.28,46.96
F,159.58,53.91
F,157.99,60.58
F,155.79,57.9
F,156.75,53.76
F,155.05,55.59
F,152.09,48.44
F,142.51,39.6
F,149.77,50.27
F,159.08,58.75
F,152.19,53.73
F,167.73,64.86
F,150.48,47.59
F,160.89,57.53
F,173.22,80.83
F,159.57,62.78
F,169.35,73.35
F,168.51,74.31
F,159.3,58.03
F,159.71,56.68
F,173.08,73.99
F,156.33,48.77
F,162.54,60.94
F,174.58,69.73
F,159.02,72.85
F,162.5,61.33
F,162.43,57.07
F,154.89,57.74
F,161.34,58.58
F,165.4,66.42
F,164.34,66.77
F,151.07,45.76
F,159.59,60.35
F,160.76,61.31
F,163.17,68.79
F,163.7,58.15
F,162.28,72.84
F,171.0,66.67
F,168.26,65.23
F,169.2,76.72
F,160.67,62.18
F,163.58,59.59
F,156.94,55.86
F,159.31,55.25
F,172.76,67.91
F,157.88,57.31
F,173.05,62.99
F,164.89,60.42
F,163.64,68.75
F,167.05,61.44
F,160.57,63.21
F,159.34,48.48
F,149.76,43.43
F,161.63,65.76
F,158.28,55.57
F,145.13,44.96
F,162.2,65.18
F,156.9,54.1
F,172.5,72.36
F,156.93,53.59
F,157.34,54.34
F,156.94,54.93
F,155.7,55.67
F,155.51,49.55
F,160.45,56.47
F,165.4,66.52
F,162.07,63.91
F,153.13,45.43
F,167.14,72.33
F,159.11,52.58
F,166.42,73.5
F,154.74,50.52
F,151.0,49.04
F,158.54,54.9
F,165.26,59.69
F,163.47,65.11
F,159.26,55.24
F,163.14,66.27
F,155.34,55.95
F,162.6,62.04
F,163.11,70.06
F,156.29,63.95
F,146.59,42.81
F,178.87,79.2
F,175.66,73.08
F,164.5,59.58
F,157.72,59.1
F,171.27,70.8
F,169.83,71.07
F,157.04,46.58
F,172.16,75.5
F,165.87,64.99
F,166.43,68.21
F,162.18,54.93
F,154.1,50.22
F,157.79,55.35
F,153.45,56.57
F,164.02,64.45
F,152.85,52.8
F,162.1,57.49
F,159.07,59.94
F,149.73,46.89
F,157.66,51.01
F,153.55,51.85
F,163.8,57.44
F,166.67,72.86
F,169.84,71.0
F,178.72,74.36
F,152.98,43.52
F,160.8,57.96
F,151.35,47.2
F,165.92,66.16
F,157.39,64.59
F,156.55,59.7
F,152.96,48.87
F,158.61,60.99
F,156.05,55.81
F,165.18,69.58
F,169.76,68.92
F,155.65,64.05
F,158.15,66.83
F,161.77,55.17
F,155.52,48.12
F,150.49,48.11
F,165.3,68.98
F,160.87,61.72
F,165.43,68.1
F,168.57,69.45
F,151.45,57.61
F,169.53,76.6
F,169.08,62.87
F,165.59,72.02
F,161.86,56.89
F,164.19,61.44
F,173.28,69.45
F,154.34,50.51
F,165.3,70.2
F,151.83,56.44
F,170.2,68.64
F,181.74,84.21
F,166.63,65.55
F,171.99,74.09
F,160.56,64.67
F,155.59,52.57
F,166.72,62.27
F,150.49,50.16
F,160.69,64.26
F,160.74,53.98
F,168.93,69.15
F,169.76,73.02
F,153.83,52.74
F,163.78,68.9
F,161.88,70.15
F,173.09,69.14
F,166.07,63.54
F,160.92,54.27
F,161.51,58.28
F,169.01,73.09
F,169.28,69.21
F,158.6,57.39
F,151.35,52.26
F,157.62,55.64
F,172.72,73.18
F,164.17,72.62
F,152.77,54.83
F,156.21,55.36
F,153.58,51.19
F,156.18,62.18
F,166.45,67.16
F,146.91,47.96
F,165.2,60.91
F,163.02,67.1
F,161.11,62.69
F,158.73,63.78
F,171.16,76.27
F,164.5,60.44
F,161.5,62.7
F,162.05,62.35
F,154.88,54.73
F,156.81,50.13
F,163.05,55.29
F,153.8,50.03
F,170.64,74.74
F,167.32,63.97
F,153.25,37.28
F,150.18,41.06
F,173.2,80.54
F,159.06,48.08
F,164.5,64.53
F,161.84,62.6
F,159.48,54.26
F,168.51,70.87
F,164.71,72.92
F,167.02,62.36
F,168.42,70.26
F,163.16,66.77
F,160.29,60.4
F,159.46,66.13
F,161.22,70.53
F,169.54,75.7
F,168.98,67.92
F,164.95,61.41
F,163.21,65.03
F,166.73,72.18
F,169.32,72.34
F,152.93,50.37
F,163.96,62.52
F,166.43,74.62
F,162.98,55.98
F,161.1,69.48
F,174.18,69.55
F,171.35,79.51
F,166.59,71.28
F,171.15,73.02
F,165.86,64.65
F,174.49,77.97
F,159.72,53.24
F,163.84,60.8
F,170.51,60.91
F,162.29,61.53
F,162.43,62.99
F,155.53,53.14
F,158.41,62.89
F,162.26,62.22
F,170.84,68.6
F,157.43,51.7
F,157.32,54.97
F,165.41,74.36
F,152.27,50.45
F,149.02,44.69
F,156.1,59.74
F,168.5,73.02
F,171.66,71.09
F,167.93,72.29
F,159.35,62.71
F,159.35,51.2
F,153.91,53.87
F,163.23,66.86
F,161.52,63.36
F,153.73,51.38
F,166.75,66.83
F,163.5,63.3
F,172.96,64.06
F,155.96,56.24
F,161.68,67.24
F,142.66,35.33
F,154.58,45.89
F,166.35,61.19
F,152.63,53.48
F,165.5,67.3
F,153.87,46.35
F,152.01,50.87
F,152.85,44.12
F,162.07,63.32
F,165.51,65.97
F,155.53,53.01
F,168.29,67.32
F,158.24,63.05
F,171.05,65.74
F,163.79,59.79
F,166.14,68.73
F,160.83,60.28
F,177.8,81.08
F,154.38,51.65
F,159.29,56.55
F,162.72,61.97
F,170.84,70.13
F,158.06,54.86
F,150.43,59.49
F,148.26,51.66
F,152.34,50.26
F,158.07,59.82
F,155.97,55.8
F,169.4,69.65
F,154.51,52.73
F,166.71,72.17
F,152.89,52.18
F,167.89,59.54
F,163.59,58.03
F,164.83,58.57
F,162.21,58.19
F,155.49,56.48
F,177.8,80.21
F,163.8,59.26
F,170.15,70.88
F,148.08,43.15
F,163.46,70.02
F,171.22,74.2
F,170.02,64.76
F,154.26,54.42
F,165.6,60.34
F,152.29,54.38
F,166.98,74.91
F,160.46,61.2
F,155.99,59.67
F,157.36,63.27
F,164.43,62.49
F,145.37,45.07
F,167.64,70.36
F,167.73,68.89
F,167.96,73.81
F,152.08,48.82
F,163.22,55.76
F,163.89,66.5
F,178.81,76.0
F,171.92,68.62
F,154.89,49.2
F,165.0,51.59
F,159.58,58.64
F,160.49,57.69
F,164.96,61.99
F,159.22,56.45
F,164.66,68.98
F,161.9,60.83
F,177.35,79.23
F,160.87,57.47
F,167.13,64.48
F,157.07,62.04
F,151.25,53.91
F,157.8,51.77
F,165.93,66.01
F,169.2,70.71
F,161.89,66.67
F,152.82,54.54
F,166.86,68.94
F,163.55,62.81
F,165.97,58.17
F,168.36,70.26
F,162.92,60.99
F,164.82,60.91
F,164.34,66.41
F,152.17,42.89
F,158.58,56.38
F,164.52,65.07
F,159.78,47.2
F,158.15,56.26
F,167.74,64.75
F,175.8,66.7
F,155.75,48.75
F,152.61,56.14
F,175.22,69.38
F,156.95,48.74
F,159.79,64.06
F,164.08,59.27
F,153.72,63.39
F,169.99,70.65
F,160.19,60.63
F,166.45,54.82
F,165.15,66.72
F,153.29,49.11
F,168.07,70.09
F,172.95,73.28
F,162.03,69.96
F,157.21,58.77
F,166.92,71.53
F,164.95,64.2
F,158.91,56.04
F,162.74,75.56
F,164.2,64.87
F,158.2,60.14
F,172.9,74.56
F,152.4,43.38
F,156.7,53.62
F,177.3,78.94
F,161.49,57.39
F,161.3,69.26
F,158.75,60.13
F,150.9,45.91
F,153.86,45.04
F,170.32,73.0
F,163.24,67.24
F,167.99,68.86
F,163.35,62.97
F,159.6,60.06
F,154.22,56.44
F,165.83,63.53
F,157.0,62.3
F,154.89,59.97
F,166.1,66.32
F,165.78,74.41
F,165.42,64.58
F,161.29,56.06
F,160.04,57.85
F,157.1,55.53
F,155.15,64.19
F,168.69,76.08
F,177.11,85.18
F,171.27,67.42
F,163.71,61.03
F,163.93,64.01
F,153.55,55.41
F,164.67,71.19
F,162.95,60.6
F,176.81,76.09
F,154.28,53.71
F,166.43,65.53
F,167.95,65.74
